geometry,moreinfo,statname,dwrabbrev,wdid,usgsstatid,datasource,structtype,stattype,statstatus,variable,stage,amount,units,flag,div,wd,county,utmx,utmy,locaccuracy,latdecdeg,longdecdeg,datetime
"X: -11690166.36328, Y: 4922173.57638474, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BIGHILCO&MTYPE=DISCHRG,BIG THOMPSON RIVER AT HILLSBOROUGH DIVERSION,BIGHILCO,403103,,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,0.16,17,CFS,,1,4,LARIMER,498765.8,4470584.5,,40.385854,-105.014549,8/13/2018 12:30
"X: -12121066.4908683, Y: 4623350.26803969, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09169500,DOLORES RIVER AT BEDROCK,DOLBEDCO,,9169500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,9.87,CFS,,4,61,MONTROSE,160255.3,4247388.1,User supplied,38.310268,-108.885381,8/13/2018 6:45
"X: -11757037.5129282, Y: 4814507.45132489, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=CHIIDSCO&MTYPE=DISCHRG,CHICAGO CREEK BELOW IDAHO SPRINGS RESERVOIR,CHIIDSCO,702337,CHIIDSCO,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,0.28,1.11,CFS,,1,7,CLEAR CREEK,447211,4388552,,39.645128,-105.615255,8/13/2018 12:30
"X: -11726178.3524593, Y: 4994410.77981835, Z: NaN",http://waterdata.usgs.gov/nwis/uv?06751150,NORTH FORK CACHE LA POUDRE BELOW HALLIGAN RESERVOIR,NOCALACO,302994,6751150,U.S. Geological Survey (Data Provider),Measuring Point,Stream,Active,DISCHRG,,74.5,CFS,,1,3,LARIMER,471517.9,4525304.1,User supplied,40.878316,-105.338041,8/13/2018 11:45
"X: -11662199.3914948, Y: 4772769.9227191, Z: NaN",http://waterdata.usgs.gov/nwis/uv?06712000,"CHERRY CREEK NEAR FRANKTOWN, CO.",CHENEFCO,801805,6712000,U.S. Geological Survey (Data Provider),Stream Gage,Stream,Active,DISCHRG,,3.21,CFS,,1,8,DOUGLAS,520392.4,4356290.5,User supplied,39.355823,-104.763309,8/13/2018 12:00
"X: -11694438.0460883, Y: 4497814.55023229, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=CRBRLVCO&MTYPE=DISCHRG,CUCHARAS RIVER AT BOYD RANCH NEAR LA VETA,CRBRLVCO,,7114000,Co. Division of Water Resources,,Stream,Active,DISCHRG,1.37,2.84,CFS,,2,16,HUERFANO,495317.9,4141468.5,,37.420012,-105.052923,8/13/2018 12:15
"X: -11820698.5114834, Y: 4446629.3325504, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=CONMOGCO&MTYPE=DISCHRG,CONEJOS RIVER NEAR MOGOTE,CONMOGCO,,8246500,Co. Division of Water Resources,,Stream,Active,DISCHRG,1.87,52.9,CFS,,3,22,CONEJOS,394446.3,4101515.5,,37.053954,-106.187145,8/13/2018 12:30
"X: -11816460.4955371, Y: 4684061.27563943, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PWWDASCO&MTYPE=DISCHRG,PUEBLO WEST COMBINED AUGMENTATION STATION NEAR WILLOWDALE HEADGATE,PWWDASCO,,PWWDASCO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.41,1.57,CFS,,2,11,CHAFFEE,400132,4288212,,38.736941,-106.14906,8/13/2018 12:30
"X: -11683157.9470617, Y: 4838512.0487112, Z: NaN",http://waterdata.usgs.gov/nwis/uv?394839104570300,"SAND CREEK AT MOUTH NR COMMERCE CITY,CO",SANCOMCO,201754,3.94839E+14,U.S. Geological Survey (Data Provider),Stream Gage,Stream,Active,DISCHRG,,23.2,CFS,,1,2,ADAMS,504144.2,4406778.4,User supplied,39.810972,-104.951583,8/13/2018 12:50
"X: -12013759.5746136, Y: 4707587.09789141, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BIGSURCO&MTYPE=DISCHRG2,BIG DITCH ON SURFACE CREEK AT CEDAREDGE,BIGSURCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG2,0.92,16.9,CFS,,4,40,DELTA,246655,4309915,User supplied,38.901605,-107.921438,8/13/2018 12:30
"X: -11774424.7029887, Y: 4485850.10914349, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=NORDLSCO&MTYPE=DISCHRG,NORTON DRAIN NEAR LA SAUSES,NORDLSCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.14,0.26,CFS,,3,22,CONEJOS,431661.1,4132271,User supplied,37.334609,-105.771458,8/13/2018 12:30
"X: -12062482.0651427, Y: 4611798.33173333, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=HILNCNCO&MTYPE=DISCHRG,"HIGHLINE CANAL NEAR PINION, CO",HILNCNCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,1.33,51.3,CFS,,4,60,MONTROSE,205958,4236538,,38.228801,-108.35912,8/13/2018 12:30
"X: -11809362.7740497, Y: 4648148.87992585, Z: NaN",http://www.uawcd.com/dcs_siteinfo.php#10C,PONCHA CREEK AT PONCHA SPRINGS,PNCKPSCO,,10C,Upper Arkansas Water Conservancy District (Data Provider),,Stream,Active,DISCHRG,,3,CFS,,2,11,CHAFFEE,405343,4260171,,38.484856,-106.085301,8/13/2018 11:00
"X: -11797771.293418, Y: 4888599.50141399, Z: NaN",http://www.northernwater.org/WaterProjects/WestSlopeWaterData.aspx,WILLOW CREEK ABOVE WILLOW CREEK RESERVOIR,WILABVCO,,WS1930,Northern Colorado Water Conservancy District (Data Provider),,Stream,Active,DISCHRG,0.66,13.29,CFS,,5,51,GRAND,416437.3,4445503.5,User supplied,40.155733,-105.981172,8/13/2018 12:00
"X: -11667860.9157745, Y: 4711252.88613277, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07103990,"COTTONWOOD CREEK AT MOUTH, AT PIKEVIEW, CO.",COCRPICO,,7103990,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,5.41,CFS,,2,10,EL PASO,516108,4308716.7,User supplied,38.927222,-104.814167,8/13/2018 12:45
"X: -11994219.0291781, Y: 4605435.22011623, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09146200,UNCOMPAHGRE RIVER NEAR RIDGWAY,UNCRIDCO,,9146200,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,49.4,CFS,,4,68,OURAY,259499.3,4229781.2,User supplied,38.183879,-107.745892,8/13/2018 12:00
"X: -11863803.2251274, Y: 4836302.20738468, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09059500,PINEY RIVER NEAR STATE BRIDGE,PINSTBCO,,9059500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,8.98,CFS,,5,52,EAGLE,365211.5,4406270.1,User supplied,39.795722,-106.574347,8/13/2018 12:15
"X: -11844676.6189626, Y: 4801323.62228402, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09064600,"EAGLE RIVER NEAR MINTURN, CO",EAGMINCO,,9064600,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,30.7,CFS,,5,37,EAGLE,379502.7,4379182.8,User supplied,39.553875,-106.402529,8/13/2018 12:15
"X: -11564730.9708853, Y: 4680929.88282533, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=DOUOUTCO&MTYPE=DISCHRG,DOUGLAS RESERVOIR AT SMITH RANCH NEAR RUSH (OUTFLOW),DOUOUTCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,-0.25,0,CFS,,2,17,LINCOLN,596699.4,4285737.2,User supplied,38.714996,-103.887736,8/13/2018 12:45
"X: -12027028.6870874, Y: 4479567.83851123, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LAPHESCO&MTYPE=DISCHRG,LA PLATA RIVER AT HESPERUS,LAPHESCO,,9365500,Co. Division of Water Resources,,Stream,Active,DISCHRG,3.23,4.23,CFS,,7,33,LA PLATA,230453,4131348,,37.289642,-108.040667,8/13/2018 12:30
"X: -11653880.9093063, Y: 4676571.59803739, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07105900,"JIMMY CAMP CREEK AT FOUNTAIN, CO",JIMCAMCO,,7105900,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,1.52,CFS,,2,10,EL PASO,527085.5,4281805.6,User supplied,38.684441,-104.688583,8/13/2018 11:45
"X: -11668198.4404006, Y: 4712206.03213062, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07103970,MONUMENT CR ABV WOODMEN RD AT COLORADO SPRINGS,MONWOOCO,,7103970,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,10.4,CFS,,2,10,EL PASO,515843.7,4309455.3,User supplied,38.933882,-104.817199,8/13/2018 12:30
"X: -11462293.0597135, Y: 4591737.49583882, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ARF14SCO&MTYPE=DISCHRG,ARF HEADGATE 145 (UPPER),ARF14SCO,,ARF14SCO,Co. Division of Water Resources,,Stream,Active,DISCHRG,-0.01,0,CFS,,2,67,BENT,678244,4217429,,,,8/13/2018 12:30
"X: -11825591.3547574, Y: 4722003.69413059, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PINMOUCO&MTYPE=DISCHRG,PINE CREEK AT MOUTH,PINMOUCO,,PINMOUCO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.74,3.57,CFS,,2,11,CHAFFEE,393400,4317754,,39.002312,-106.231084,8/13/2018 12:30
"X: -11887449.7372288, Y: 4925436.03868355, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=WLTNCKCO&MTYPE=DISCHRG,"WALTON CREEK NEAR STEAMBOAT SPRINGS, CO.",WLTNCKCO,,9238500,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.38,6.46,CFS,,6,58,ROUTT,348390.1,4474594.5,,40.408173,-106.786779,8/13/2018 12:00
"X: -11713658.2385981, Y: 4927260.05773419, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=HFCWASCO&MTYPE=DISCHRG,CHARLES HANSEN FEEDER CANAL WASTEWAY TO BIG THOMPSON,HFCWASCO,401002,6738100,NCWCD/Bureau of Reclamation (Station Cooperators),Measuring Point,Stream,Active,DISCHRG,1.07,64.4,CFS,,1,4,LARIMER,480863.9,4474471,User supplied,40.420653,-105.225581,8/13/2018 12:30
"X: -11665275.1223423, Y: 4525467.96053972, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=GOMRETCO&MTYPE=DISCHRG,GOMEZ DITCH CITY RETURN FLOW,GOMRETCO,,GOMRETCO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.37,0.43,CFS,,2,16,HUERFANO,518450,4163347,,37.617042,-104.79094,8/13/2018 12:30
"X: -11945948.1445573, Y: 4441005.75328801, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09346400,SAN JUAN RIVER NEAR CARRACAS,SANCARCO,,9346400,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,34.3,CFS,,7,29,ARCHULETA,294284.7,4098882.6,User supplied,37.013617,-107.312268,8/13/2018 12:15
"X: -11809837.7259825, Y: 4610580.14287587, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=KERVILCO&MTYPE=DISCHRG,KERBER CREEK NEAR VILLA GROVE,KERVILCO,,8224500,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.32,1.04,CFS,,3,25,SAGUACHE,404624.3,4230808,,38.220204,-106.089581,8/13/2018 12:30
"X: -11698582.300501, Y: 4689866.81774838, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=VICRESCO&MTYPE=STORAGE,VICTOR RESERVOIR NO 2,VICRESCO,,VICRESCO,Co. Division of Water Resources,,Stream,Active,STORAGE,24.7,208,AF,,2,12,TELLER,492170,4292102,,38.77761,-105.090143,8/13/2018 12:30
"X: -11680505.7850713, Y: 4802687.71540411, Z: NaN",http://waterdata.usgs.gov/nwis/uv?06710150,BIG DRY CREEK BLW C-470 AT HIGHLANDS RANCH        ,BIGDHICO,801802,6710150,U.S. Geological Survey (Data Provider),Stream Gage,Stream,Active,DISCHRG,,0.8,CFS,,1,8,DOUGLAS,506205.6,4379294.5,User supplied,39.563322,-104.927758,8/13/2018 12:35
"X: -11684874.3402429, Y: 4939058.39592485, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=CLARIVCO&MTYPE=DISCHRG2,CACHE LA POUDRE RIVER BELOW NEW CACHE,CLARIVCO,302929,,Co. Division of Water Resources,Measuring Point,Stream,Active,DISCHRG2,0.65,39.8,CFS,,1,3,LARIMER,502796,4483398,,40.501293,-104.967012,8/13/2018 12:45
"X: -11813149.6060603, Y: 4653209.11210698, Z: NaN",http://www.uawcd.com/dcs_siteinfo.php#35,SOUTH ARKANSAS ABOVE NEWBY BORING DITCH,SOAKNBCO,,35,Upper Arkansas Water Conservancy District (Data Provider),,Stream,Active,DISCHRG,,16.1,CFS,,2,11,CHAFFEE,402424,4264154,,,,8/13/2018 11:45
"X: -11698874.3679522, Y: 4791863.79830689, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PLAWATCO&MTYPE=DISCHRG,SOUTH PLATTE RIVER AT WATERTON,PLAWATCO,801814,6708000,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,0.82,64.9,CFS,,1,8,DOUGLAS,492022.7,4370972.6,,39.488323,-105.092766,8/13/2018 12:15
"X: -11837038.8684741, Y: 4848558.63329944, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09057500,BLUE RIVER BELOW GREEN MOUNTAIN RESERVOIR,BLUGRECO,,9057500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,806,CFS,,5,36,SUMMIT,385936.6,4415319.2,User supplied,39.880264,-106.333918,8/13/2018 12:00
"X: -11638204.9804195, Y: 4459185.51535287, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07124410,PURGATOIRE RIVER BELOW TRINIDAD LAKE,PURBTRCO,,7124410,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,48.4,CFS,,2,19,LAS ANIMAS,540162.3,4110932.4,User supplied,37.143908,-104.547764,8/13/2018 12:30
"X: -11674970.2152928, Y: 4700882.80624345, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07103700,"FOUNTAIN CREEK NEAR COLORADO SPRINGS, CO.",FOUNCOCO,,7103700,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,10.4,CFS,,2,10,EL PASO,510583,4300661.3,User supplied,38.854714,-104.878031,8/13/2018 12:10
"X: -11779399.936096, Y: 4730018.31635615, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=MFKSTMCO&MTYPE=DISCHRG,MIDDLE FORK SOUTH PLATTE AT SANTA MARIA,MFKSTMCO,2302902,,City of Aurora  (Station cooperator),Stream Gage,Stream,Active,DISCHRG,1.29,16.5,CFS,,1,23,PARK,429386.5,4323556.5,User supplied,39.058242,-105.816156,8/13/2018 12:45
"X: -11793536.5441176, Y: 4808759.8507499, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09047500,"SNAKE RIVER NEAR MONTEZUMA, CO.",SNAMONCO,,9047500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,25.2,CFS,,5,36,SUMMIT,419032.4,4384382.4,User supplied,39.605361,-105.943131,8/13/2018 12:15
"X: -11915117.6509042, Y: 4456947.89360899, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RIOMOUCO&MTYPE=DISCHRG,RIO BLANCO AT THE MOUTH NEAR TRUJILLO,RIOMOUCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.9,5.13,CFS,,7,29,ARCHULETA,319199.2,4110997.8,User supplied,37.127891,-107.035325,8/13/2018 12:15
"X: -11892236.2263592, Y: 4544433.99316927, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=GOOWAGCO&MTYPE=DISCHRG,GOOSE CREEK AT WAGONWHEEL GAP,GOOWAGCO,,8218500,Co. Division of Water Resources,,Stream,Active,DISCHRG,2.45,15.7,CFS,,3,20,MINERAL,338804.8,4179861.8,,37.751883,-106.829773,8/13/2018 12:30
"X: -11862116.9311521, Y: 4762856.70350039, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=IVCRNACO&MTYPE=DISCHRG,IVANHOE CREEK NEAR NAST,IVCRNACO,,9077610,Bureau of Reclamation  (Station cooperator),,Stream,Active,DISCHRG,0.33,0.18,CFS,,5,38,PITKIN,365529.9,4349777.2,User supplied,39.286932,-106.559198,8/13/2018 12:45
"X: -11696973.9602096, Y: 4888251.34789306, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=SVCLOPCO&MTYPE=DISCHRG,"SAINT VRAIN CREEK BELOW KEN PRATT BLVD AT LONGMONT, CO",SVCLOPCO,503209,SVCLOPCO,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,3.54,43.7,CFS,,1,5,BOULDER,493553.2,4444779.5,,40.153341,-105.075695,8/13/2018 12:30
"X: -11936796.4255941, Y: 4621735.23550075, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09124500,LAKE FORK AT GATEVIEW,LAKFORCO,,9124500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,72.9,CFS,,4,62,GUNNISON,304992.8,4241330.2,User supplied,38.298883,-107.230056,8/13/2018 12:00
"X: -11716491.4041841, Y: 4926417.23353148, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BTABCMCO&MTYPE=DISCHRG,"BIG THOMPSON RIVER ABOVE CANYON MOUTH AT CEDAR COVE, CO",BTABCMCO,403101,BTABCMCO,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,4.2,68.1,CFS,,1,4,LARIMER,478703,4473837,,40.414882,-105.251023,8/13/2018 12:15
"X: -11592741.9684556, Y: 4604792.59786943, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ARKNEPCO&MTYPE=DISCHRG,"ARKANSAS RIVER AT NEPESTA BRIDGE NEAR NEPESTA, CO",ARKNEPCO,,7117000,Co. Division of Water Resources,,Stream,Active,DISCHRG,12.01,69.8,CFS,,2,14,PUEBLO,575377.9,4226063.5,,38.179351,-104.139372,8/13/2018 12:15
"X: -12026226.0005696, Y: 4939272.1614393, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09251000,YAMPA RIVER NEAR MAYBELL,YAMAYBCO,,9251000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,69,CFS,,6,44,MOFFAT,242958.5,4487981.1,User supplied,40.502747,-108.033415,8/13/2018 12:15
"X: -11819945.6326597, Y: 4865972.14421808, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09037500,"WILLIAMS FORK RIVER NEAR PARSHALL, CO",WILPARCO,,9037500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,16,CFS,,5,51,GRAND,399243.2,4428446.5,User supplied,40.0002,-106.180367,8/13/2018 12:30
"X: -11719840.8038564, Y: 4422974.20927421, Z: NaN",http://waterdata.usgs.gov/nwis/uv?08253500,"SANTISTEVAN CREEK NEAR COSTILLA, NM.",SANCOSNM,,8253500,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0.37,CFS,,3,99,,474949.9,4082059.6,GPS,36.884167,-105.281111,7/24/2018 13:30
"X: -12004964.6917758, Y: 4634965.37046703, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=WSTTUNCO&MTYPE=DISCHRG,WEST CANAL TUNNEL,WSTTUNCO,,WSTTUNCO,Co. Division of Water Resources,,Stream,Active,DISCHRG,5.84,112,CFS,,4,41,MONTROSE,251754,4253146,,38.392094,-107.842422,8/13/2018 12:30
"X: -11760929.1481723, Y: 4538949.50544565, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LITSPGCO&MTYPE=DISCHRG,"LITTLE SPRING CREEK AT MEDANO RANCH NEAR MOSCA, CO",LITSPGCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.26,1.24,CFS,,3,35,ALAMOSA,442690.8,4174161.5,,37.712921,-105.650222,8/13/2018 12:30
"X: -12067168.1741724, Y: 4890471.14468413, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09306255,YELLOW CREEK NEAR WHITE RIVER,YELWHICO,,9306255,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,0.24,CFS,,6,43,RIO BLANCO,210360.5,4452017.1,User supplied,40.168581,-108.401205,8/13/2018 12:15
"X: -11891772.1103581, Y: 4774169.03300672, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09080400,FRYINGPAN RIVER NEAR RUEDI,FRYRUDCO,,9080400,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,199,CFS,,5,38,PITKIN,342729.8,4358931.7,User supplied,39.365541,-106.825595,8/13/2018 12:15
"X: -12039009.2135928, Y: 4448629.32404015, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LONALOCO&MTYPE=DISCHRG,"LONG HOLLOW ABOVE LONG HOLLOW RESERVOIR NEAR RED MESA, CO",LONALOCO,,LONALOCO,Co. Division of Water Resources,,Stream,Active,DISCHRG,0.15,0.23,CFS,,7,33,LA PLATA,220093,4107085,,37.068281,-108.148249,8/13/2018 12:15
"X: -11871847.5459475, Y: 4531690.29032791, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=RIOSF2CO&MTYPE=Q,SOUTH FORK OF THE RIO GRANDE RIVER,RIOSF2CO,,RIOSF2CO,Co. Division of Water Resources,,Stream,Active,Q,,36.2,CFS,,3,20,RIO GRANDE,354764.5,4169512.5,,,,8/13/2018 12:00
"X: -11775006.7072835, Y: 4851420.19915623, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09024000,FRASER RIVER AT WINTER PARK,FRAWINCO,,9024000,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,9.3,CFS,,5,51,GRAND,433606.3,4416945.5,User supplied,39.899987,-105.776674,8/13/2018 12:45
"X: -12002719.1550915, Y: 4532491.01046341, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09359082,CASCADE CR BLW CASCADE CR DIVERSION NR ROCKWOOD CO,CASBCACO,,9359082,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,4.96,CFS,,7,30,SAN JUAN,251072,4172617,,37.666999,-107.82225,8/13/2018 12:00
"X: -11801062.768957, Y: 4656843.02258756, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ARKSALCO&MTYPE=DISCHRG,ARKANSAS RIVER AT SALIDA,ARKSALCO,,7091500,Co. Division of Water Resources,,Stream,Active,DISCHRG,2.76,304,CFS,,2,11,CHAFFEE,411920.6,4266878,,38.545972,-106.010746,8/13/2018 12:15
"X: -11835492.1940428, Y: 4745174.12526371, Z: NaN",http://waterdata.usgs.gov/nwis/uv?07083710,"ARKANSAS RIVER BELOW EMPIRE GULCH NEAR MALTA, CO",ARKEMPCO,,7083710,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,74.7,CFS,,2,11,LAKE,385958.8,4335792.5,User supplied,39.16388,-106.320024,8/13/2018 12:00
"X: -11522782.1315895, Y: 4539218.99742239, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=PURNINCO&MTYPE=DISCHRG,PURGATOIRE RIVER AT NINEMILE DAM NEAR HIGBEE,PURNINCO,,7126500,Co. Division of Water Resources,,Stream,Active,DISCHRG,3.02,28.4,CFS,,2,17,OTERO,631247.1,4175218.5,,37.714827,-103.510914,8/13/2018 12:15
"X: -12055961.9524734, Y: 4746496.96718903, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=GHICANCO&MTYPE=DISCHRG,"GOVERNMENT HIGHLINE CANAL NEAR CAMEO, CO",GHICANCO,,,Co. Division of Water Resources,,Stream,Active,DISCHRG,12.07,1480,CFS,,5,72,MESA,214866.1,4341176,User supplied,39.173099,-108.30055,8/13/2018 12:30
"X: -11745753.3199321, Y: 4921072.46451853, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=BTABESCO&MTYPE=DISCHRG,BIG THOMPSON RIVER ABOVE LAKE ESTES,BTABESCO,403102,6733000,NCWCD/Bureau of Reclamation (Station Cooperators),Stream Gage,Stream,Active,DISCHRG,1.17,54.1,CFS,,1,4,LARIMER,456377.7,4469874.8,User supplied,40.378317,-105.513887,8/13/2018 12:30
"X: -11821732.1018269, Y: 4658253.72782033, Z: NaN",http://www.uawcd.com/dcs_siteinfo.php#6C,NORTH FORK SOUTH ARKANSAS RIVER,NFSOAKCO,,6C,Upper Arkansas Water Conservancy District (Data Provider),,Stream,Active,DISCHRG,,11.1,CFS,,2,11,CHAFFEE,395754,4268172,,38.555876,-106.196416,7/29/2018 18:00
"X: -11787673.8974494, Y: 4737404.55697355, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=MFKPRICO&MTYPE=DISCHRG,MIDDLE FORK SOUTH PLATTE AT PRINCE,MFKPRICO,2302913,,City of Aurora  (Station cooperator),Stream Gage,Stream,Active,DISCHRG,1.25,21.9,CFS,,1,23,PARK,423011.6,4329332.5,User supplied,39.109746,-105.890472,8/13/2018 12:45
"X: -11905518.5057431, Y: 4655036.65969434, Z: NaN",http://waterdata.usgs.gov/nwis/uv?09114520,"GUNNISON RIVER AT GUNNISON WHITEWATER PARK, CO",GUNGWPCO,,9114520,U.S. Geological Survey (Data Provider),,Stream,Active,DISCHRG,,315,CFS,,4,59,GUNNISON,330115,4266786,User supplied,38.533279,-106.949092,8/13/2018 12:00
"X: -11992739.2263216, Y: 4813009.71660776, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=ERIRGRCO&MTYPE=DISCHRG,EAST RIFLE CREEK ABOVE RIFLE GAP RESERVOIR,ERIRGRCO,,,Bureau of Reclamation  (Station cooperator),,Stream,Active,DISCHRG,0.88,13.6,CFS,,5,39,GARFIELD,265491.5,4390790,User supplied,39.634774,-107.732604,8/13/2018 12:00
"X: -11786356.7480928, Y: 4982897.99516877, Z: NaN",http://www.dwr.state.co.us/SurfaceWater/data/detail_graph.aspx?ID=LARRIVCO&MTYPE=DISCHRG,LARAMIE RIVER NEAR GLENDEVEY,LARRIVCO,4801499,6657500,Co. Division of Water Resources,Stream Gage,Stream,Active,DISCHRG,0.87,42.6,CFS,,1,48,LARIMER,425882.3,4516935,User supplied,40.800079,-105.878648,8/13/2018 12:45
